0.000596829,0.000964683,0.000768768,0.000296461,0.000943373,0.000307496,6.78E-05,0.000351809,0.000747935,0.000952715,0.000431756,0.000338458,0.000450239,0.000874376,-0.000103709,0.001010073,0.000174615,0.000413398,0.002236719,0.000320621,4.55E-05,0.000199548,0.000630022,0.000907924,7.42E-05,-4.30E-05
0.000964683,0.001958395,0.001498788,0.000564407,0.001721952,0.000889033,-0.000144029,-0.000224704,0.001468708,0.001436054,9.10E-05,0.000402172,0.000832719,0.001208893,-0.000249553,0.001692648,0.000158394,0.000826882,0.003080361,0.000732586,7.42E-05,0.000679298,0.000944514,0.001642907,9.87E-05,5.57E-05
0.000768768,0.001498788,0.001587451,0.000690473,0.000958605,0.000529893,-0.000255446,0.000521517,0.000961477,0.001276681,-0.000260323,0.000864096,0.000581133,0.001185906,0.000222039,0.001150402,0.000227129,0.000626671,0.002517848,0.000892186,0.000237323,0.000324893,0.000952349,0.001066739,4.30E-05,0.000170331
0.000296461,0.000564407,0.000690473,0.003096764,0.001769075,0.000735215,-0.002149478,-0.000458668,0.001267011,0.001298218,0.001649823,0.001496356,-0.000119455,0.000775359,-0.000507022,0.002930671,0.000619211,-5.18E-05,-0.003139623,0.00178589,0.001248101,0.000714855,0.001195284,0.002035596,-9.69E-05,0.001420591
0.000943373,0.001721952,0.000958605,0.001769075,0.00723562,0.000830469,0.003246772,-0.001018351,0.001223667,0.002290584,0.003547929,0.00105925,0.002431312,0.002728045,-0.001298752,0.0011309,0.001972573,-9.89E-05,0.006573715,2.43E-05,-0.000420994,-0.000740973,0.001963674,0.005305509,0.000232765,0.000912263
0.000307496,0.000889033,0.000529893,0.000735215,0.000830469,0.001247133,-0.000681089,-0.000795592,0.000723436,0.000777191,-0.001142658,0.000352003,0.000607666,0.000918317,-0.000739501,0.001616208,7.60E-05,0.000481393,-0.000466649,0.000788231,1.91E-05,0.000673893,0.00044282,0.000871789,3.31E-05,0.00054233
6.78E-05,-0.000144029,-0.000255446,-0.002149478,0.003246772,-0.000681089,0.010001196,-0.000166329,-0.000589191,0.001088049,0.003028773,-0.000696715,0.003391113,0.001489607,0.000516102,-0.002463647,-0.00011082,0.000681848,0.00986072,-0.002985431,-0.00165243,-0.000937226,0.000333986,0.001480562,0.000262768,-0.001435519
0.000351809,-0.000224704,0.000521517,-0.000458668,-0.001018351,-0.000795592,-0.000166329,0.004484013,-0.001385028,-0.000173065,-0.001137972,0.001064947,0.000364985,0.00084752,0.000542838,-0.001180063,0.000978626,0.000584969,0.003653191,-0.001170786,-0.000905841,-0.001916392,0.000582598,-0.000202942,1.31E-05,-0.000618652
0.000747935,0.001468708,0.000961477,0.001267011,0.001223667,0.000723436,-0.000589191,-0.001385028,0.002419737,0.001691078,0.001741474,-1.31E-05,-2.53E-05,0.000627379,0.000276341,0.003201244,-0.000815387,0.000299464,-0.000419362,0.001892029,0.00075561,0.001647728,0.000783299,0.001166422,0.000138031,-0.000258111
0.000952715,0.001436054,0.001276681,0.001298218,0.002290584,0.000777191,0.001088049,-0.000173065,0.001691078,0.003116626,0.002066035,0.000896384,0.000878864,0.002562042,0.00027044,0.002480542,0.000462257,0.000600321,0.004266909,0.001763483,0.000758215,0.000573882,0.001694905,0.002139483,0.000219896,0.000132939
0.000431756,9.10E-05,-0.000260323,0.001649823,0.003547929,-0.001142658,0.003028773,-0.001137972,0.001741474,0.002066035,0.009275562,-0.000330143,-0.000201302,0.0007295,0.000778694,0.002848324,0.000591106,-0.000650343,0.004729456,-0.000532217,0.000540191,0.002353462,0.001649921,0.002914553,9.31E-05,-9.47E-05
0.000338458,0.000402172,0.000864096,0.001496356,0.00105925,0.000352003,-0.000696715,0.001064947,-1.31E-05,0.000896384,-0.000330143,0.001750911,0.000565113,0.001241519,-0.000629183,0.000741079,0.000895459,0.000140771,0.000130795,0.00063028,0.00065337,-0.000648899,0.000851132,0.001089627,-9.23E-05,0.001256663
0.000450239,0.000832719,0.000581133,-0.000119455,0.002431312,0.000607666,0.003391113,0.000364985,-2.53E-05,0.000878864,-0.000201302,0.000565113,0.002351604,0.001355767,-0.000836834,-0.000429706,0.000514256,0.001022374,0.004286052,-0.001122062,-0.000630047,-0.000952629,0.000567494,0.001811604,7.31E-05,0.000104492
0.000874376,0.001208893,0.001185906,0.000775359,0.002728045,0.000918317,0.001489607,0.00084752,0.000627379,0.002562042,0.0007295,0.001241519,0.001355767,0.003364836,-0.000248664,0.001933534,0.001181165,0.000233242,0.005933967,0.000841997,-0.00041631,0.000180768,0.001813063,0.002202545,0.000237023,0.000419373
-0.000103709,-0.000249553,0.000222039,-0.000507022,-0.001298752,-0.000739501,0.000516102,0.000542838,0.000276341,0.00027044,0.000778694,-0.000629183,-0.000836834,-0.000248664,0.002242371,-0.000362557,-0.000706303,-0.00019746,0.000858757,0.000917499,-0.000193021,0.000263944,0.000132896,-0.000920087,0.00015722,-0.001563515
0.001010073,0.001692648,0.001150402,0.002930671,0.0011309,0.001616208,-0.002463647,-0.001180063,0.003201244,0.002480542,0.002848324,0.000741079,-0.000429706,0.001933534,-0.000362557,0.007583312,-0.000671675,8.06E-05,-0.002018086,0.002373444,0.000519984,0.004402542,0.00182302,0.00160834,8.52E-05,0.000718484
0.000174615,0.000158394,0.000227129,0.000619211,0.001972573,7.60E-05,-0.00011082,0.000978626,-0.000815387,0.000462257,0.000591106,0.000895459,0.000514256,0.001181165,-0.000706303,-0.000671675,0.001912798,-2.69E-05,0.003403601,-0.000637239,-0.00021293,-0.000962924,0.000865615,0.001814003,-3.08E-05,0.000983643
0.000413398,0.000826882,0.000626671,-5.18E-05,-9.89E-05,0.000481393,0.000681848,0.000584969,0.000299464,0.000600321,-0.000650343,0.000140771,0.001022374,0.000233242,-0.00019746,8.06E-05,-2.69E-05,0.001482135,0.001841924,-0.000506892,8.39E-05,-0.000230464,0.000243704,0.000545357,-2.07E-05,-0.000220514
0.002236719,0.003080361,0.002517848,-0.003139623,0.006573715,-0.000466649,0.00986072,0.003653191,-0.000419362,0.004266909,0.004729456,0.000130795,0.004286052,0.005933967,0.000858757,-0.002018086,0.003403601,0.001841924,0.027798374,-0.003881502,-0.003139854,-0.001000644,0.003370654,0.005069781,0.000600131,-0.00173076
0.000320621,0.000732586,0.000892186,0.00178589,2.43E-05,0.000788231,-0.002985431,-0.001170786,0.001892029,0.001763483,-0.000532217,0.00063028,-0.001122062,0.000841997,0.000917499,0.002373444,-0.000637239,-0.000506892,-0.003881502,0.00413386,0.001534128,0.000405372,0.000629772,0.000148328,0.000173239,4.23E-05
